article,article_txt,mtb_merch_category_level1,mtb_ah_level1_txt,mtb_ah_level2_txt,mtb_ah_level3_txt,mtb_ah_level4_txt,mtb_ah_level5_txt,mtb_ah_level6_txt,mtb_ah_level7_txt,sellin_invoiced_eur_aar
MB1127782,146 SOL ATWY1 FP/RB cap pre-assem. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,372.458233656
MB1121861,N/P<Hook assmbl w/1 brisè MBeng_MattPall,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,8.529746265
MB1115521,M25674 BP SAW SPI forepart complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,2396.216404197
MB1122184,M28518 WE UNI cap top cut off OFT,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,59.678810934
MB1114586,M25742 BP Cap coral assembled_ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,253.254864633
MB1118064,M21324 146 FP/RB cap top complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,640.959065088
MB1122172,M21284 FP/RB 146 cap top cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,38.33365881
MB1056802,P<D-ring for snap hook_Pall col,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,27.46
MB1118109,Parfum sleeve Black 30ml MB017A03.31A,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,296857.74
MB1133413,163 SOD ATWY2 RB/BP capp pre-ass. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,352.236025778
MB1134492,SUM3 Quick Start Guide & Manual,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0.058219356
MB1129889,PoA 4810 V+A UNI leaflet incl SG BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0.011780644
MB1123714,M28523 LE FP Kappe vorm. AU547 ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1665.535008788
MB1200361,"Lea_Pienza Lux_1,2/1,4mm CyBl",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,122.31
MB1123576,SAW REL MET FP/FL cap pre-ass. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1232.985012564
MB1127767,163 RES ATWY1 RB body blue compl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,2101.073923878
MB1109364,A.Warhol Box,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,20
MB1116783,M146 Barrel 146 black OFT 2017,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,7133.481717866
MB1127205,HER Egyptomania leaflet BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,3.36667079
MB1114351,MBM Feder 14K F MB 2016 rho/Ru YG ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,687.947956416
MB1107923,Lock_Tuck_black matt color,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,44.19
MB1114646,M28824 FP body pre-assembled ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,598.842219904
MB1115448,M23171 FP/RB cap pre-assembled ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,331.429663908
MB1130455,N/P<ZipPuller NIB L curv.PallVintCol,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,50.464689759
MB1114417,M21322 163 RB/BP Clip Ru engraved ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,91.023222006
MB1134249,Parfum Slv Blk 100ml MB017A01.31AA Oriol,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,203938.8
MB1121629,PIX Petrol Blue RB cap blue Pt platedSUB,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,105.36258109
MB1122471,146 nib unit 14K B Disney SE rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,230.624473092
MB1128868,Gomma schiuma adesiva 2 Mm White,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,90.55
MB1100320,N/P<Zip Met 05_Rut V3_2way_Black 580,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,22.57
MB1124850,MS BP RES PPY3 cap red Au298 polished,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,65.541785952
MB1123427,146 nib unit 18K OM PPY2Coff Au298/rhoYG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,405.498597766
MB1106504,"1/2Cow printed Principe black th.1,4-1,6",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,631.91
MB1118100,ShoulderStrap Compl REM Sartorial Jet Bk,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,74.48
MB1030793,Revers. calf strap_120 cm_bk/brown_30mm,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,153536.714186705
MB1133416,164 SOD ATWY2 BP body complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,160.91214197
MB1121409,M21193 162 RB body cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,170.566870488
MB1113455,PIX Red BP body red Pt plated,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,-84.423495504
MB1122171,M21284 FP/RB 146 Clip PVD QV lasered ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,49.021530256
MB1127357,145 nib unit 14K B ATW80D Y1 rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,314.455677568
MB1122494,SAW RES FP/FL cap top blue/trans. pol,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,679.192202732
MB1118084,M21335 162 RB body complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,306.916447704
MB1115630,M25823 FP/RB cap pre-assembled ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,-15.838043494
MB1121639,PIX Petrol RB forepart cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,984.334569828
MB1099568,P<  Zip Metal 03_PallC5_1way_Black 580,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,10.52946845
MB1121652,M13679 FP/RB Beilage Exotic Leather KAUF,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,16.13
MB1056910,Screw for key mechanism_Pd color 1056546,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,12.37
MB1122411,M28511 FP cone compl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0
MB1133118,"Lea_Saphiro th.1,3-1,4 Black 1,8mq",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,3004.68
MB1102191,Zip stopper_superior nickel color,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0.19
MB1052668,Lining MB black J.71814/71072,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,75
MB1126302,HER EgyD FP/RB cap top Pd/Ru tumbled,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,37.829914899
MB1128886,PON CHOP leaflet incl.service guide BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1.61
MB1114542,PIX Black RB forepart complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,7128.242378993
MB1114693,M21255 body complete with cap QV ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1305.770853187
MB1114416,M21322 163 RB/BP cap top complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1124.55787344
MB1119643,Wheel FL/BR Bk w/plate+bea Grey CAP M/L,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,625.251047371
MB1127668,Tube System 3 stage complete Ultralight,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,48.36
MB1117233,M21324 FP 146 cap blue milled,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,843.879160325
MB1135898,Lea Rem ShoulStrap Envelope Ext 3.0 Bk,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,453.893478947
MB1118073,M21328 163 RB/BP Clip QV lasered ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1549.312035971
MB1116731,PIX Emerald green RB forepart cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,461.51586875
MB1127760,145/MS ATWY1 clip QV ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,-346.442337107
MB1120649,M25747 R&N FP/RB cap with limit. nr_PRQ,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,299.679029779
MB1118224,146 nib unit 14K EF JFK Au298 YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,348.925991908
MB1125715,146 nib unit 18K M PPY3 Au298/rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,-1885.073242079
MB1200422,"Lea_Circus Light 1,2-1,4 mm Bk",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,955.85
MB1119140,N/P<Inferior zip stop snowcap 08_Pall C5,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0.32
MB1121431,M21358 145/MS cap top cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,38.618914073
MB1130715,146 nib unit 14K OM Glacier rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,206.675279284
MB1122464,GC WDisn SE UNI leaflet BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,17.28
MB1122208,146 nib unit 18K M Kipling rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,196.053914012
MB1112057,Metal Slider w/eye Zip Nylon 08 Pd Color,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,34.295278973
MB1124784,Wheel FL/BR Blk w/hou+bea Blk Cap Cabin,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,22.58
MB1102225,"Talin 0,30 nero morbido",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,41.93
MB1116732,PIX Emerald green RB body cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,77.237828146
MB1130643,"Logo with pin Ø 10 mm 2,2mm conic c.",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,61.568248852
MB1123030,M21355 146 FP/RB cap pre-ass. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,555.222753834
MB1123054,M21356 162 RB body cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,525.383348366
MB1110948,Slider NFL Travel Plastic Black,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,2.906036628
MB1131036,N/P<Disk for Logo Ø15/13mm Pd col,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,21.259244963
MB1119645,Wheel LEFT Blk w/plate Grey CAP Pilot,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,146.659006589
MB1120449,SAW RES FP forepart Pt plated,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,171.260847622
MB1119644,Wheel RIGHT Blk w/plate Grey CAP Pilot,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,146.658786528
MB1131275,GC HNDRX SE UNI leaflet incl. SG BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,17.13
MB1117259,M21328 RB/BP 163 cap blue milled SUB,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,179.054208479
MB1114643,M28824 FP/RB/BP cap top complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,38.33365881
MB1111595,PIX Black RB cap black Pt SUB,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,19.904159594
MB1118121,Leather Zip puller Sartorial Jet Black,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,52.62
MB1122552,M25820 MBM FP/RB cap top scr. bronz. BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,23.3
MB1103431,N/P<Slider zip Met ZF 05_Rut TCA,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,4.99
MB1126513,144 Feder 18K M PPY3 Au298/rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,183.15
MB1123891,M13681 MFM Purdey folding box BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0.011780644
